case_id,model,model_label,prompt,split,situation,num_tokens,module,layer,projection,shape,n,d,row_size_kib,paper_parameter_source,budget_index,budget_fraction,row_budget,method,method_label,selected_rows,row_match,importance_retention,relative_l2_error,relative_mae,cosine_error,output_norm_ratio,chunks,selector_median_ms,selector_p95_ms,read_wall_median_ms,read_wall_p95_ms,actual_total_ms,direct_rate,deterministic,fallback_used,error
smol360-002309,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,2,0.75,720,wave_k24,Wave K=24,720,True,0.8064863832781921,0.0432506799697876,0.058878082782030106,0.0009191036224365234,0.9933115839958191,24,0.21885,0.24697319999999998,1.323735,1.3253135999999999,1.542585,1.0,True,False,
smol360-002310,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,0,0.25,240,paper,Paper,240,True,0.3643256015269667,0.501817524433136,0.7327701449394226,0.1349964141845703,0.8578076362609863,8,0.618467,0.8759255,0.7646,0.7972592000000001,1.383067,1.0,True,False,
smol360-002311,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,0,0.25,240,tile8_ceil,Cell-8,240,True,0.3587846062248793,0.5149531960487366,0.7511804699897766,0.14254528284072876,0.8775877952575684,4,0.084538,0.1010575,0.6526,0.6540976,0.737138,1.0,True,False,
smol360-002312,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,0,0.25,240,wave_k1,Wave K=1,240,True,0.3449111537848739,0.5203111171722412,0.7539081573486328,0.1458914875984192,0.8691003918647766,1,0.138419,0.15262910000000002,0.834119,0.838358,0.972538,1.0,True,False,
smol360-002313,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,0,0.25,240,wave_k6,Wave K=6,240,True,0.36599725336926703,0.5040959119796753,0.737960696220398,0.13634568452835083,0.8670273423194885,6,0.140293,0.14680179999999998,0.7702,0.8117323000000001,0.910493,1.0,True,False,
smol360-002314,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,0,0.25,240,wave_k12,Wave K=12,240,True,0.3793382155156899,0.48761215806007385,0.71425461769104,0.12693887948989868,0.8742111325263977,12,0.169136,0.17615150000000002,0.730356,0.7651338,0.899492,1.0,True,False,
smol360-002315,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,0,0.25,240,wave_k18,Wave K=18,240,True,0.3849417808462177,0.48214688897132874,0.7053269743919373,0.12390851974487305,0.8747127652168274,18,0.356897,0.40977199999999997,0.782924,0.8480624,1.139821,1.0,True,False,
smol360-002316,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,0,0.25,240,wave_k24,Wave K=24,240,True,0.3891265546555649,0.4781198799610138,0.7003548741340637,0.12170511484146118,0.8790076971054077,24,0.193702,0.2206894,0.973029,0.9761133,1.166731,1.0,True,False,
smol360-002317,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,1,0.5,480,paper,Paper,480,True,0.5914109412402928,0.3939859867095947,0.5880436897277832,0.08088028430938721,0.9215535521507263,12,0.482332,0.49060929999999997,1.08003,1.0809408,1.562362,1.0,True,False,
smol360-002318,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,1,0.5,480,tile8_ceil,Cell-8,480,True,0.5878696066409377,0.40196260809898376,0.599609911441803,0.08434134721755981,0.9177841544151306,9,0.083026,0.08918380000000001,1.054622,1.102727,1.137648,1.0,True,False,
smol360-002319,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,1,0.5,480,wave_k1,Wave K=1,480,True,0.569546586611433,0.4240598678588867,0.6284015774726868,0.0942487120628357,0.9203096628189087,1,0.193221,0.2118051,1.308177,1.3881554999999999,1.501398,1.0,True,False,
smol360-002320,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,1,0.5,480,wave_k6,Wave K=6,480,True,0.5855174251078687,0.4001610577106476,0.595768928527832,0.08355045318603516,0.9135368466377258,6,0.140843,0.1476236,1.020609,1.0507887,1.1614520000000002,1.0,True,False,
smol360-002321,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,1,0.5,480,wave_k12,Wave K=12,480,True,0.5959779082645977,0.38822340965270996,0.5794146656990051,0.07843095064163208,0.9242188930511475,12,0.16615,0.185275,1.14942,1.2473345999999998,1.3155700000000001,1.0,True,False,
smol360-002322,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,1,0.5,480,wave_k18,Wave K=18,480,True,0.5996014869735006,0.3855726718902588,0.5757041573524475,0.07732188701629639,0.9236688613891602,18,0.531414,0.5533794,0.976878,1.0582091999999998,1.508292,1.0,True,False,
smol360-002323,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,1,0.5,480,wave_k24,Wave K=24,480,True,0.6020484911269894,0.3825590908527374,0.5719042420387268,0.07606559991836548,0.9264206290245056,24,0.225292,0.2405569,1.147226,1.1842853,1.3725180000000001,1.0,True,False,
smol360-002324,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,2,0.75,720,paper,Paper,720,True,0.8008444373632086,0.2702089548110962,0.4083567261695862,0.03719770908355713,0.9637322425842285,15,0.547193,0.5592305,1.425506,1.4371295,1.972699,1.0,True,False,
smol360-002325,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,2,0.75,720,tile8_ceil,Cell-8,720,True,0.8009021695028521,0.2714999318122864,0.40978747606277466,0.03755909204483032,0.9645904898643494,11,0.085169,0.1001018,1.44929,1.5849578,1.534459,1.0,True,False,
smol360-002326,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,2,0.75,720,wave_k1,Wave K=1,720,True,0.7865807285602507,0.295408695936203,0.4453074336051941,0.04462695121765137,0.9572865962982178,1,0.161702,0.1641464,1.255979,1.3112975,1.417681,1.0,True,False,
smol360-002327,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,2,0.75,720,wave_k6,Wave K=6,720,True,0.7945835642081376,0.27936094999313354,0.42099088430404663,0.03981053829193115,0.9576699137687683,6,0.137287,0.1505233,1.487232,1.5050673,1.624519,1.0,True,False,
smol360-002328,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,2,0.75,720,wave_k12,Wave K=12,720,True,0.8004835308589575,0.27231717109680176,0.4112868309020996,0.03779196739196777,0.9631111025810242,12,0.198361,0.22226500000000002,1.350596,1.5732677,1.548957,1.0,True,False,
smol360-002329,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,2,0.75,720,wave_k18,Wave K=18,720,True,0.8048198918506085,0.26571327447891235,0.4012686014175415,0.03594404458999634,0.9667779207229614,18,0.164097,0.1796418,1.358751,1.3657484999999998,1.522848,1.0,True,False,
smol360-002330,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.up_proj,0,up,960x2560,960,2560,5.0,generic-8KiB,2,0.75,720,wave_k24,Wave K=24,720,True,0.8064863832781921,0.26505228877067566,0.39987799525260925,0.03576183319091797,0.9670200943946838,24,0.24098,0.33670399999999995,1.353602,1.3629071000000001,1.594582,1.0,True,False,
smol360-002331,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,0,0.25,640,paper,Paper,640,True,0.2788350033664156,0.6886026859283447,0.7854366302490234,0.17757582664489746,0.43440988659858704,6,0.325219,0.4039177,0.691573,0.7095172,1.016792,1.0,True,False,
smol360-002332,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,0,0.25,640,tile8_ceil,Cell-8,640,True,0.27520728913379233,0.7058139443397522,0.7937604188919067,0.19136422872543335,0.4186806082725525,5,0.0857,0.0956189,0.665816,0.671144,0.751516,1.0,True,False,
smol360-002333,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,0,0.25,640,wave_k1,Wave K=1,640,True,0.2557420510460042,0.7700369358062744,0.7892696261405945,0.2540409564971924,0.3594209551811218,1,0.137988,0.1638396,0.59346,0.6214752,0.731448,1.0,True,False,
smol360-002334,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,0,0.25,640,wave_k6,Wave K=6,640,True,0.27738935224564487,0.700377881526947,0.7849856615066528,0.19409799575805664,0.43172675371170044,6,0.165169,0.17790940000000002,0.618567,0.6233451,0.783736,1.0,True,False,
smol360-002335,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,0,0.25,640,wave_k12,Wave K=12,640,True,0.29506351450495577,0.641855776309967,0.7470842003822327,0.16110461950302124,0.49871277809143066,12,0.201918,0.2160741,0.736538,0.7628396000000001,0.938456,1.0,True,False,
smol360-002336,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,0,0.25,640,wave_k18,Wave K=18,640,True,0.30450388805220263,0.630330502986908,0.7248102426528931,0.16440677642822266,0.5265098214149475,18,0.518199,0.5709201,0.801168,0.8256939,1.319367,1.0,True,False,
smol360-002337,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,0,0.25,640,wave_k24,Wave K=24,640,True,0.31615281138932644,0.589398205280304,0.7050936818122864,0.14651870727539062,0.5781258940696716,24,0.755773,0.8307484,0.848988,0.8837937,1.6047609999999999,1.0,True,False,
smol360-002338,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,1,0.5,1280,paper,Paper,1280,True,0.5394930093010784,0.448038250207901,0.5417450070381165,0.07622325420379639,0.6911792159080505,11,0.317844,0.3452193,1.044614,1.0547309,1.362458,1.0,True,False,
smol360-002339,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,1,0.5,1280,tile8_ceil,Cell-8,1280,True,0.5355969973713688,0.4670410454273224,0.5573514103889465,0.08445245027542114,0.6781560778617859,10,0.088185,0.10131420000000001,1.033142,1.0603634,1.121327,1.0,True,False,
smol360-002340,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,1,0.5,1280,wave_k1,Wave K=1,1280,True,0.5078986567548851,0.5416491031646729,0.5933892726898193,0.10478460788726807,0.5873284339904785,1,0.147396,0.1876656,1.041728,1.0642612999999999,1.189124,1.0,True,False,
smol360-002341,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,1,0.5,1280,wave_k6,Wave K=6,1280,True,0.5284369483943446,0.48747825622558594,0.5642385482788086,0.08695393800735474,0.6460475325584412,6,0.221784,0.2515137,0.956579,0.9839543,1.178363,1.0,True,False,
smol360-002342,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,1,0.5,1280,wave_k12,Wave K=12,1280,True,0.5374302048586723,0.4654272198677063,0.5595787167549133,0.08282619714736938,0.6766942739486694,12,0.245048,0.2776172,1.032802,1.0741524999999998,1.27785,1.0,True,False,
smol360-002343,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,1,0.5,1280,wave_k18,Wave K=18,1280,True,0.553784836500344,0.41430145502090454,0.5036678910255432,0.06773978471755981,0.730381965637207,18,0.396802,0.4666645,1.096441,1.2139936,1.493243,1.0,True,False,
smol360-002344,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,1,0.5,1280,wave_k24,Wave K=24,1280,True,0.55618689000014,0.39985591173171997,0.4934524893760681,0.06436234712600708,0.7477477788925171,24,0.427419,0.4744152,1.084779,1.1021994000000002,1.512198,1.0,True,False,
smol360-002345,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,2,0.75,1920,paper,Paper,1920,True,0.7768597559218311,0.25817838311195374,0.32026201486587524,0.027519047260284424,0.8612364530563354,14,0.358941,0.4386234,1.435435,1.5292554999999999,1.794376,1.0,True,False,
smol360-002346,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,2,0.75,1920,tile8_ceil,Cell-8,1920,True,0.7797017901975137,0.25277572870254517,0.31556621193885803,0.02705860137939453,0.8704203963279724,13,0.095789,0.129404,1.287899,1.297709,1.3836879999999998,1.0,True,False,
smol360-002347,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,2,0.75,1920,wave_k1,Wave K=1,1920,True,0.752609761205443,0.30305466055870056,0.36934787034988403,0.03456854820251465,0.8108354210853577,1,0.144901,0.178651,1.86059,1.8642422,2.005491,1.0,True,False,
smol360-002348,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,2,0.75,1920,wave_k6,Wave K=6,1920,True,0.7699294411365831,0.28982722759246826,0.364327073097229,0.03557789325714111,0.8456364274024963,6,0.147005,0.1539476,1.366556,1.3834355,1.5135610000000002,1.0,True,False,
smol360-002349,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,2,0.75,1920,wave_k12,Wave K=12,1920,True,0.7782314364754768,0.2547406852245331,0.31584790349006653,0.027510404586791992,0.8693934679031372,12,0.172733,0.18423859999999997,1.489586,1.4899109,1.662319,1.0,True,False,
smol360-002350,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,2,0.75,1920,wave_k18,Wave K=18,1920,True,0.7844724114487225,0.25018709897994995,0.30654439330101013,0.027028679847717285,0.876707911491394,18,0.37981,0.4221082,1.236273,1.2836733,1.616083,1.0,True,False,
smol360-002351,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.down_proj,0,down,2560x960,2560,960,1.875,generic-8KiB,2,0.75,1920,wave_k24,Wave K=24,1920,True,0.7877017276175906,0.23080013692378998,0.28543516993522644,0.022806942462921143,0.8867772221565247,24,0.156633,0.1752522,1.319248,1.3355677,1.475881,1.0,True,False,
smol360-002352,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.16.self_attn.q_proj,16,q,960x960,960,960,1.875,generic-8KiB,0,0.25,240,paper,Paper,240,True,0.32660535756917713,0.4204581379890442,0.5255429744720459,0.06348645687103271,0.7044729590415955,3,0.246321,0.2661039,0.427259,0.4446074,0.6735800000000001,1.0,True,False,
smol360-002353,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.16.self_attn.q_proj,16,q,960x960,960,960,1.875,generic-8KiB,0,0.25,240,tile8_ceil,Cell-8,240,True,0.301732657886733,0.5094022154808044,0.5917240977287292,0.08353453874588013,0.6011885404586792,2,0.086021,0.09859040000000001,0.585685,0.6774319,0.671706,1.0,True,False,
smol360-002354,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.16.self_attn.q_proj,16,q,960x960,960,960,1.875,generic-8KiB,0,0.25,240,wave_k1,Wave K=1,240,True,0.2776461623491937,0.6376322507858276,0.6954996585845947,0.11233192682266235,0.44661298394203186,1,0.129632,0.134033,0.545651,0.5553619999999999,0.675283,1.0,True,False,
smol360-002355,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.16.self_attn.q_proj,16,q,960x960,960,960,1.875,generic-8KiB,0,0.25,240,wave_k6,Wave K=6,240,True,0.35592285780628113,0.33250120282173157,0.4498337507247925,0.05107623338699341,0.8439784646034241,6,0.135013,0.1421986,0.507779,0.5731973,0.642792,1.0,True,False,
smol360-002356,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.16.self_attn.q_proj,16,q,960x960,960,960,1.875,generic-8KiB,0,0.25,240,wave_k12,Wave K=12,240,True,0.37452620080909693,0.2928726077079773,0.4039806127548218,0.04300069808959961,0.9167256951332092,12,0.136325,0.1712117,0.481711,0.5195371,0.618036,1.0,True,False,
smol360-002357,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.16.self_attn.q_proj,16,q,960x960,960,960,1.875,generic-8KiB,0,0.25,240,wave_k18,Wave K=18,240,True,0.38693246297089673,0.28402456641197205,0.3917604386806488,0.04030710458755493,0.9186997413635254,18,0.216154,0.24379119999999999,0.568724,0.6496681999999999,0.784878,1.0,True,False,
smol360-002358,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.16.self_attn.q_proj,16,q,960x960,960,960,1.875,generic-8KiB,0,0.25,240,wave_k24,Wave K=24,240,True,0.39179816399747525,0.278809517621994,0.3840203583240509,0.03891664743423462,0.9234514236450195,24,0.269704,0.2926342,0.619569,0.6428412,0.889273,1.0,True,False,
smol360-002359,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.16.self_attn.q_proj,16,q,960x960,960,960,1.875,generic-8KiB,1,0.5,480,paper,Paper,480,True,0.5756839223868687,0.23702481389045715,0.3248148560523987,0.027000606060028076,0.919067919254303,5,0.258974,0.3287285,0.536103,0.5441193,0.795077,1.0,True,False,
smol360-002360,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.16.self_attn.q_proj,16,q,960x960,960,960,1.875,generic-8KiB,1,0.5,480,tile8_ceil,Cell-8,480,True,0.5668953766356087,0.2643720507621765,0.35425135493278503,0.0315513014793396,0.8802120089530945,4,0.086561,0.1028105,0.551582,0.5762609000000001,0.638143,1.0,True,False,
smol360-002361,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.16.self_attn.q_proj,16,q,960x960,960,960,1.875,generic-8KiB,1,0.5,480,wave_k1,Wave K=1,480,True,0.5213321238304233,0.45161405205726624,0.5112708806991577,0.05931669473648071,0.6426222920417786,1,0.220282,0.239209,0.613487,0.6467050999999999,0.833769,1.0,True,False,
smol360-002362,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.16.self_attn.q_proj,16,q,960x960,960,960,1.875,generic-8KiB,1,0.5,480,wave_k6,Wave K=6,480,True,0.5811840810012656,0.24087026715278625,0.332210510969162,0.02817380428314209,0.9221809506416321,6,0.150461,0.1964384,0.624869,0.6362747000000001,0.7753300000000001,1.0,True,False,
